operationId,nn_distance,description
PostSubscriptionsSubscriptionExposedId,0.1598411540052742,"Updates an existing subscription to match the specified parameters. When changing prices or quantities, we optionally prorate the price we charge next month to make up for any price changes. To preview how the proration is calculated, use the create preview endpoint. By default, we prorate subscription changes. For example, if a customer signs up on May 1 for a 100 price, they’ll be billed 100 immediately. If on May 15 they switch to a 200 price, then on June 1 they’ll be billed 250 (200 for a renewal of her subscription, plus a 50 prorating adjustment for half of the previous month’s 100 difference). Similarly, a downgrade generates a credit that is applied to the next invoice. We also prorate when you make quantity changes. Switching prices does not normally change the billing date or generate an immediate charge unless: The billing interval is changed (for example, from monthly to yearly). The subscription moves from free to paid. A trial starts or ends. In these cases, we apply a credit for the unused time on the previous price, immediately charge the customer using the new price, and reset the billing date. Learn about how Stripe immediately attempts payment for subscription changes. If you want to charge for an upgrade immediately, pass proration_behavior as always_invoice to create prorations, automatically invoice the customer for those proration adjustments, and attempt to collect payment. If you pass create_prorations, the prorations are created but not automatically invoiced. If you want to bill the customer for the prorations before the subscription’s renewal date, you need to manually invoice the customer. If you don’t want to prorate, set the proration_behavior option to none. With this option, the customer is billed 100 on May 1 and 200 on June 1. Similarly, if you set proration_behavior to none when switching between different billing intervals (for example, from monthly to yearly), we don’t generate any credits for the old subscription’s unused time. We still reset the billing date and bill immediately for the new subscription. Updating the quantity on a subscription many times in an hour may result in rate limiting. If you need to bill for a frequently changing quantity, consider integrating usage-based billing instead."
GetSourcesSource,0.15759600422683495,Retrieves an existing source object. Supply the unique source ID from a source creation request and Stripe will return the corresponding up-to-date source object information.
GetSourcesSourceSourceTransactionsSourceTransaction,0.15759600422683495,Retrieve an existing source transaction object. Supply the unique source ID from a source creation request and the source transaction ID and Stripe will return the corresponding up-to-date source object information.
PostTreasuryCreditReversals,0.1575290368265394,Reverses a ReceivedCredit and creates a CreditReversal object.
PostTreasuryDebitReversals,0.1575290368265394,Reverses a ReceivedDebit and creates a DebitReversal object.
GetTreasuryTransactionEntries,0.15719811102483017,Retrieves a list of TransactionEntry objects.
GetTreasuryTransactionEntriesId,0.15719811102483017,Retrieves a TransactionEntry object.
GetFinancialConnectionsTransactions,0.15708877960623702,Returns a list of Financial Connections Transaction objects.
PostTerminalReadersReaderCollectPaymentMethod,0.15522350129380968,Initiates a payment flow on a Reader and updates the PaymentIntent with card details before manual confirmation.
PostTerminalReadersReaderProcessPaymentIntent,0.15522350129380968,Initiates a payment flow on a Reader.
PostTreasuryOutboundPayments,0.15501937220598683,Creates an OutboundPayment.
GetRadarValueListsValueList,0.15342383121909142,Retrieves a ValueList object.
PostTestHelpersIssuingCardsCardShippingFail,0.15260522673963295,Updates the shipping status of the specified Issuing Card object to failure.
GetCustomersSearch,0.15214568893608083,"Search for customers you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
GetTreasuryCreditReversals,0.15163477704537787,Returns a list of CreditReversals.
GetBalanceSettings,0.14815697997358368,Retrieves balance settings for a given connected account. Related guide: Making API calls for connected accounts
PostBalanceSettings,0.14815697997358368,Updates balance settings for a given connected account. Related guide: Making API calls for connected accounts
PostPaymentIntentsIntentVerifyMicrodeposits,0.14696065933673363,Verifies microdeposits on a PaymentIntent object.
PostSetupIntentsIntentVerifyMicrodeposits,0.14696065933673363,Verifies microdeposits on a SetupIntent object.
PostCustomersCustomerBankAccountsId,0.14649753202602733,Update a specified source for a given customer.
PostCustomersCustomerCardsId,0.14617682279963273,Update a specified source for a given customer.
PostCustomersCustomerSourcesId,0.14617682279963273,Update a specified source for a given customer.
GetFinancialConnectionsAccounts,0.14556454374440497,Returns a list of Financial Connections Account objects.
GetLinkedAccounts,0.14556454374440497,Returns a list of Financial Connections Account objects.
GetInvoicesSearch,0.14538905616963738,"Search for invoices you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
GetFinancialConnectionsSessionsSession,0.1438923129034897,Retrieves the details of a Financial Connections Session
GetLinkAccountSessionsSession,0.1438923129034897,Retrieves the details of a Financial Connections Session
DeleteCustomersCustomerTaxIdsId,0.14292921186338559,Deletes an existing tax_id object.
DeleteTaxIdsId,0.14292921186338559,Deletes an existing account or customer tax_id object.
PostTerminalConfigurations,0.13873841651022523,Creates a new Configuration object.
PostTerminalConfigurationsConfiguration,0.13873841651022523,Updates a new Configuration object.
GetTreasuryDebitReversals,0.13701147237185118,Returns a list of DebitReversals.
GetTreasuryDebitReversalsDebitReversal,0.13701147237185118,Retrieves a DebitReversal object.
PostTreasuryInboundTransfers,0.13656443972255594,Creates an InboundTransfer.
PostTreasuryOutboundTransfers,0.13656443972255594,Creates an OutboundTransfer.
DeleteCustomersCustomerSubscriptionsSubscriptionExposedId,0.13595237348481837,"Cancels a customer’s subscription. If you set the at_period_end parameter to true, the subscription will remain active until the end of the period, at which point it will be canceled and not renewed. Otherwise, with the default false value, the subscription is terminated immediately. In either case, the customer will not be charged again for the subscription. Note, however, that any pending invoice items that you’ve created will still be charged for at the end of the period, unless manually deleted. If you’ve set the subscription to cancel at the end of the period, any pending prorations will also be left in place and collected at the end of the period. But if the subscription is set to cancel immediately, pending prorations will be removed. By default, upon subscription cancellation, Stripe will stop automatic collection of all finalized invoices for the customer. This is intended to prevent unexpected payment attempts after the customer has canceled a subscription. However, you can resume automatic collection of the invoices manually after subscription cancellation to have us proceed. Or, you could check for unpaid invoices before allowing the customer to cancel the subscription at all."
DeleteSubscriptionsSubscriptionExposedId,0.13595237348481837,"Cancels a customer’s subscription immediately. The customer won’t be charged again for the subscription. After it’s canceled, you can no longer update the subscription or its metadata. Any pending invoice items that you’ve created are still charged at the end of the period, unless manually deleted. If you’ve set the subscription to cancel at the end of the period, any pending prorations are also left in place and collected at the end of the period. But if the subscription is set to cancel immediately, pending prorations are removed if invoice_now and prorate are both set to true. By default, upon subscription cancellation, Stripe stops automatic collection of all finalized invoices for the customer. This is intended to prevent unexpected payment attempts after the customer has canceled a subscription. However, you can resume automatic collection of the invoices manually after subscription cancellation to have us proceed. Or, you could check for unpaid invoices before allowing the customer to cancel the subscription at all."
GetClimateSuppliers,0.13594534050277984,Lists all available Climate supplier objects.
GetClimateSuppliersSupplier,0.13594534050277984,Retrieves a Climate supplier object.
GetTaxRegistrations,0.13579956978661578,Returns a list of Tax Registration objects.
GetTaxRegistrationsId,0.13579956978661578,Returns a Tax Registration object.
PostFinancialConnectionsAccountsAccountSubscribe,0.1354132987829455,Subscribes to periodic refreshes of data associated with a Financial Connections Account.
PostFinancialConnectionsAccountsAccountUnsubscribe,0.1354132987829455,Unsubscribes from periodic refreshes of data associated with a Financial Connections Account.
GetCustomersCustomerSources,0.13536111032901021,List sources for a specified customer.
GetCustomersCustomerSourcesId,0.13536111032901021,Retrieve a specified source for a given customer.
PostBillingMeterEvents,0.13516949551930446,Creates a billing meter event.
PostBillingMeters,0.13516949551930446,Creates a billing meter.
GetTransfersIdReversals,0.13508654287208133,"You can see a list of the reversals belonging to a specific transfer. Note that the 10 most recent reversals are always available by default on the transfer object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional reversals."
GetTransfersTransferReversalsId,0.13508654287208133,"By default, you can see the 10 most recent reversals stored directly on the transfer object, but you can also retrieve details about a specific reversal stored on the transfer."
GetPaymentMethodConfigurations,0.1345203781423847,List payment method configurations
GetPaymentMethodConfigurationsConfiguration,0.1345203781423847,Retrieve payment method configuration
GetTreasuryOutboundPaymentsId,0.13376862580395965,Retrieves the details of an existing OutboundPayment by passing the unique OutboundPayment ID from either the OutboundPayment creation request or OutboundPayment list.
GetTreasuryOutboundTransfersOutboundTransfer,0.13376862580395965,Retrieves the details of an existing OutboundTransfer by passing the unique OutboundTransfer ID from either the OutboundTransfer creation request or OutboundTransfer list.
GetPricesSearch,0.13301708871436413,"Search for prices you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
GetProductsSearch,0.13301708871436413,"Search for products you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India."
PostBillingCreditGrants,0.1324238015442939,Creates a credit grant.
PostBillingCreditGrantsId,0.1324238015442939,Updates a credit grant.
GetFinancialConnectionsAccountsAccount,0.13066585190118363,Retrieves the details of an Financial Connections Account.
GetLinkedAccountsAccount,0.13066585190118363,Retrieves the details of an Financial Connections Account.
GetTerminalConfigurations,0.13066388647748062,Returns a list of Configuration objects.
GetTerminalConfigurationsConfiguration,0.13066388647748062,Retrieves a Configuration object.
GetTerminalLocations,0.13065971369310658,Returns a list of Location objects.
GetTerminalLocationsLocation,0.13065971369310658,Retrieves a Location object.
PostIssuingCardholders,0.12960380797617732,Creates a new Issuing Cardholder object that can be issued cards.
PostIssuingCards,0.12960380797617732,Creates an Issuing Card object.
PostInvoicesInvoiceAddLines,0.12873174757099115,Adds multiple line items to an invoice. This is only possible when an invoice is still a draft.
PostInvoicesInvoiceUpdateLines,0.12873174757099115,Updates multiple line items on an invoice. This is only possible when an invoice is still a draft.
GetBillingCreditBalanceTransactions,0.12779690727366178,Retrieve a list of credit balance transactions.
GetBillingCreditBalanceTransactionsId,0.12779690727366178,Retrieves a credit balance transaction.
GetCustomersCustomerSubscriptionsSubscriptionExposedId,0.12761600348158064,Retrieves the subscription with the given ID.
GetSubscriptionsSubscriptionExposedId,0.12761600348158064,Retrieves the subscription with the given ID.
GetCustomersCustomerBalanceTransactions,0.12739499144896316,Returns a list of transactions that updated the customer’s balances.
GetCustomersCustomerCashBalanceTransactions,0.12739499144896316,Returns a list of transactions that modified the customer’s cash balance.
GetTerminalReaders,0.1268330053893696,Returns a list of Reader objects.
GetTerminalReadersReader,0.1268330053893696,Retrieves a Reader object.
PostTestHelpersIssuingCardsCardShippingDeliver,0.1265440952658562,Updates the shipping status of the specified Issuing Card object to delivered.
PostTestHelpersTreasuryReceivedCredits,0.12473841081288406,"Use this endpoint to simulate a test mode ReceivedCredit initiated by a third party. In live mode, you can’t directly create ReceivedCredits initiated by third parties."
PostTestHelpersTreasuryReceivedDebits,0.12473841081288406,"Use this endpoint to simulate a test mode ReceivedDebit initiated by a third party. In live mode, you can’t directly create ReceivedDebits initiated by third parties."
PostTestHelpersIssuingCardsCardShippingReturn,0.12348813023406313,Updates the shipping status of the specified Issuing Card object to returned.
PostTestHelpersIssuingCardsCardShippingShip,0.12348813023406313,Updates the shipping status of the specified Issuing Card object to shipped.
PostIssuingAuthorizationsAuthorizationApprove,0.12300087571228147,"[Deprecated] Approves a pending Issuing Authorization object. This request should be made within the timeout window of the real-time authorization flow. This method is deprecated. Instead, respond directly to the webhook request to approve an authorization."
PostIssuingAuthorizationsAuthorizationDecline,0.12300087571228147,"[Deprecated] Declines a pending Issuing Authorization object. This request should be made within the timeout window of the real time authorization flow. This method is deprecated. Instead, respond directly to the webhook request to decline an authorization."
PostCustomersCustomerBankAccountsIdVerify,0.12109847302616894,Verify a specified bank account for a given customer.
PostCustomersCustomerSourcesIdVerify,0.12109847302616894,Verify a specified bank account for a given customer.
GetApplePayDomains,0.12108188906893691,List apple pay domains.
GetApplePayDomainsDomain,0.12108188906893691,Retrieve an apple pay domain.
GetIssuingCardholdersCardholder,0.11773724098494498,Retrieves an Issuing Cardholder object.
GetIssuingCardsCard,0.11773724098494498,Retrieves an Issuing Card object.
DeleteCustomersCustomerSubscriptionsSubscriptionExposedIdDiscount,0.11365330667322737,Removes the currently applied discount on a customer.
DeleteSubscriptionsSubscriptionExposedIdDiscount,0.11365330667322737,Removes the currently applied discount on a subscription.
PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignActivate,0.11277579319192133,Updates the status of the specified testmode personalization design object to active.
PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignDeactivate,0.11277579319192133,Updates the status of the specified testmode personalization design object to inactive.
PostFinancialConnectionsAccountsAccountDisconnect,0.11167695798038924,"Disables your access to a Financial Connections Account. You will no longer be able to access data associated with the account (e.g. balances, transactions)."
PostLinkedAccountsAccountDisconnect,0.11167695798038924,"Disables your access to a Financial Connections Account. You will no longer be able to access data associated with the account (e.g. balances, transactions)."
PostTestHelpersTreasuryInboundTransfersIdSucceed,0.10812075658371423,Transitions a test mode created InboundTransfer to the succeeded status. The InboundTransfer must already be in the processing state.
GetTreasuryInboundTransfers,0.10654287376406069,Returns a list of InboundTransfers sent from the specified FinancialAccount.
GetPaymentMethodDomains,0.10370501000972732,Lists the details of existing payment method domains.
GetPaymentMethodDomainsPaymentMethodDomain,0.10370501000972732,Retrieves the details of an existing payment method domain.
GetBillingPortalConfigurations,0.10331151635403091,Returns a list of configurations that describe the functionality of the customer portal.
GetBillingPortalConfigurationsConfiguration,0.10331151635403091,Retrieves a configuration that describes the functionality of the customer portal.
GetBillingCreditGrants,0.10287443520630579,Retrieve a list of credit grants.
GetBillingCreditGrantsId,0.10287443520630579,Retrieves a credit grant.
GetCreditNotesPreviewLines,0.10021625540109802,"When retrieving a credit note preview, you’ll get a lines property containing the first handful of those items. This URL you can retrieve the full (paginated) list of line items."
GetCreditNotesCreditNoteLines,0.10021625540109802,"When retrieving a credit note, you’ll get a lines property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items."
GetCustomersCustomerBalanceTransactionsTransaction,0.0961960678597531,Retrieves a specific customer balance transaction that updated the customer’s balances.
GetCustomersCustomerCashBalanceTransactionsTransaction,0.0961960678597531,"Retrieves a specific cash balance transaction, which updated the customer’s cash balance."
GetApplicationFeesFeeRefundsId,0.09590485443394581,"By default, you can see the 10 most recent refunds stored directly on the application fee object, but you can also retrieve details about a specific refund stored on the application fee."
GetApplicationFeesIdRefunds,0.09590485443394581,"You can see a list of the refunds belonging to a specific application fee. Note that the 10 most recent refunds are always available by default on the application fee object. If you need more than those 10, you can use this API method and the limit and starting_after parameters to page through additional refunds."
PostTestHelpersTreasuryOutboundPaymentsId,0.09480428682727648,"Updates a test mode created OutboundPayment with tracking details. The OutboundPayment must not be cancelable, and cannot be in the canceled or failed states."
PostTestHelpersTreasuryOutboundTransfersOutboundTransfer,0.09480428682727648,"Updates a test mode created OutboundTransfer with tracking details. The OutboundTransfer must not be cancelable, and cannot be in the canceled or failed states."
PostIssuingCardholdersCardholder,0.09098653332774698,Updates the specified Issuing Cardholder object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
PostIssuingCardsCard,0.09098653332774698,Updates the specified Issuing Card object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.
GetRadarValueListItems,0.0908199740720883,"Returns a list of ValueListItem objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetRadarValueLists,0.0908199740720883,"Returns a list of ValueList objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetTreasuryOutboundPayments,0.08921125209475467,Returns a list of OutboundPayments sent from the specified FinancialAccount.
GetTreasuryOutboundTransfers,0.08921125209475467,Returns a list of OutboundTransfers sent from the specified FinancialAccount.
GetIssuingCardholders,0.08643310190659126,"Returns a list of Issuing Cardholder objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
GetIssuingCards,0.08643310190659126,"Returns a list of Issuing Card objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first."
PostFinancialConnectionsSessions,0.08425432578288772,"To launch the Financial Connections authorization flow, create a Session. The session’s client_secret can be used to launch the flow using Stripe.js."
PostLinkAccountSessions,0.08425432578288772,"To launch the Financial Connections authorization flow, create a Session. The session’s client_secret can be used to launch the flow using Stripe.js."
PostTestHelpersTreasuryOutboundTransfersOutboundTransferReturn,0.0822678096642494,Transitions a test mode created OutboundTransfer to the returned status. The OutboundTransfer must already be in the processing state.
PostTestHelpersTreasuryOutboundPaymentsIdFail,0.0816906736614178,Transitions a test mode created OutboundPayment to the failed status. The OutboundPayment must already be in the processing state.
PostChargesChargeDispute,0.07509685976864033,
PostChargesChargeDisputeClose,0.07509685976864033,
PostTestHelpersTreasuryOutboundTransfersOutboundTransferPost,0.07436240770011615,Transitions a test mode created OutboundTransfer to the posted status. The OutboundTransfer must already be in the processing state.
GetAccount,0.07435646018782294,Retrieves the details of an account.
GetAccountsAccount,0.07435646018782294,Retrieves the details of an account.
PostAccountsAccountBankAccounts,0.07378827254349518,Create an external account for a given account.
PostAccountsAccountExternalAccounts,0.07378827254349518,Create an external account for a given account.
PostExternalAccountsId,0.062398320141541674,"Updates the metadata, account holder name, account holder type of a bank account belonging to a connected account and optionally sets it as the default for its currency. Other bank account details are not editable by design. You can only update bank accounts when account.controller.requirement_collection is application, which includes Custom accounts. You can re-enable a disabled bank account by performing an update call without providing any arguments or changes."
GetAccountsAccountBankAccountsId,0.061742507624455656,Retrieve a specified external account for a given account.
GetAccountsAccountExternalAccountsId,0.061742507624455656,Retrieve a specified external account for a given account.
DeleteAccountsAccountBankAccountsId,0.061114875152894266,Delete a specified external account for a given account.
DeleteAccountsAccountExternalAccountsId,0.061114875152894266,Delete a specified external account for a given account.
PostTestHelpersTreasuryOutboundPaymentsIdPost,0.06085333638118973,Transitions a test mode created OutboundPayment to the posted status. The OutboundPayment must already be in the processing state.
PostTestHelpersTreasuryOutboundPaymentsIdReturn,0.06085333638118973,Transitions a test mode created OutboundPayment to the returned status. The OutboundPayment must already be in the processing state.
PostAccountsAccountBankAccountsId,0.05636335446815499,"Updates the metadata, account holder name, account holder type of a bank account belonging to a connected account and optionally sets it as the default for its currency. Other bank account details are not editable by design. You can only update bank accounts when account.controller.requirement_collection is application, which includes Custom accounts. You can re-enable a disabled bank account by performing an update call without providing any arguments or changes."
PostAccountsAccountExternalAccountsId,0.05636335446815499,"Updates the metadata, account holder name, account holder type of a bank account belonging to a connected account and optionally sets it as the default for its currency. Other bank account details are not editable by design. You can only update bank accounts when account.controller.requirement_collection is application, which includes Custom accounts. You can re-enable a disabled bank account by performing an update call without providing any arguments or changes."
PostTestHelpersTreasuryInboundTransfersIdFail,0.04929638312806006,Transitions a test mode created InboundTransfer to the failed status. The InboundTransfer must already be in the processing state.
PostTestHelpersTreasuryOutboundTransfersOutboundTransferFail,0.04929638312806006,Transitions a test mode created OutboundTransfer to the failed status. The OutboundTransfer must already be in the processing state.
GetBalanceHistoryId,0.0492752684855573,Retrieves the balance transaction with the given ID. Note that this endpoint previously used the path /v1/balance/history/:id.
GetBalanceTransactionsId,0.0492752684855573,Retrieves the balance transaction with the given ID. Note that this endpoint previously used the path /v1/balance/history/:id.
PostChargesChargeRefund,0.04150909935188929,"When you create a new refund, you must specify either a Charge or a PaymentIntent object. This action refunds a previously created charge that’s not refunded yet. Funds are refunded to the credit or debit card that’s originally charged. You can optionally refund only part of a charge. You can repeat this until the entire charge is refunded. After you entirely refund a charge, you can’t refund it again. This method raises an error when it’s called on an already-refunded charge, or when you attempt to refund more money than is left on a charge."
PostCustomersCustomerSources,0.04013457891716332,"When you create a new credit card, you must specify a customer or recipient on which to create it. If the card’s owner has no default card, then the new card will become the default. However, if the owner already has a default, then it will not change. To change the default, you should update the customer to have a new default_source."
PostChargesChargeRefunds,0.03704161067880829,"When you create a new refund, you must specify a Charge or a PaymentIntent object on which to create it. Creating a new refund will refund a charge that has previously been created but not yet refunded. Funds will be refunded to the credit or debit card that was originally charged. You can optionally refund only part of a charge. You can do so multiple times, until the entire charge has been refunded. Once entirely refunded, a charge can’t be refunded again. This method will raise an error when called on an already-refunded charge, or when trying to refund more money than is left on a charge."
PostRefunds,0.03704161067880829,"When you create a new refund, you must specify a Charge or a PaymentIntent object on which to create it. Creating a new refund will refund a charge that has previously been created but not yet refunded. Funds will be refunded to the credit or debit card that was originally charged. You can optionally refund only part of a charge. You can do so multiple times, until the entire charge has been refunded. Once entirely refunded, a charge can’t be refunded again. This method will raise an error when called on an already-refunded charge, or when trying to refund more money than is left on a charge."
GetBalanceHistory,0.03521837981259801,"Returns a list of transactions that have contributed to the Stripe account balance (e.g., charges, transfers, and so forth). The transactions are returned in sorted order, with the most recent transactions appearing first. Note that this endpoint was previously called “Balance history” and used the path /v1/balance/history."
GetBalanceTransactions,0.03521837981259801,"Returns a list of transactions that have contributed to the Stripe account balance (e.g., charges, transfers, and so forth). The transactions are returned in sorted order, with the most recent transactions appearing first. Note that this endpoint was previously called “Balance history” and used the path /v1/balance/history."
PostAccountsAccountPeople,0.03370563807112503,Creates a new person.
PostAccountsAccountPersons,0.03370563807112503,Creates a new person.
GetAccountsAccountPeoplePerson,0.028608193939441806,Retrieves an existing person.
GetAccountsAccountPersonsPerson,0.028608193939441806,Retrieves an existing person.
PostCustomersCustomerBankAccounts,0.02800111066253219,"When you create a new credit card, you must specify a customer or recipient on which to create it. If the card’s owner has no default card, then the new card will become the default. However, if the owner already has a default, then it will not change. To change the default, you should update the customer to have a new default_source."
PostCustomersCustomerCards,0.02800111066253219,"When you create a new credit card, you must specify a customer or recipient on which to create it. If the card’s owner has no default card, then the new card will become the default. However, if the owner already has a default, then it will not change. To change the default, you should update the customer to have a new default_source."
PostAccountsAccountPeoplePerson,0.027952365326093687,Updates an existing person.
PostAccountsAccountPersonsPerson,0.027952365326093687,Updates an existing person.
GetAccountsAccountPeople,0.026220579279545353,"Returns a list of people associated with the account’s legal entity. The people are returned sorted by creation date, with the most recent people appearing first."
GetAccountsAccountPersons,0.026220579279545353,"Returns a list of people associated with the account’s legal entity. The people are returned sorted by creation date, with the most recent people appearing first."
DeleteAccountsAccountPeoplePerson,0.009796265775080637,"Deletes an existing person’s relationship to the account’s legal entity. Any person with a relationship for an account can be deleted through the API, except if the person is the account_opener. If your integration is using the executive parameter, you cannot delete the only verified executive on file."
DeleteAccountsAccountPersonsPerson,0.009796265775080637,"Deletes an existing person’s relationship to the account’s legal entity. Any person with a relationship for an account can be deleted through the API, except if the person is the account_opener. If your integration is using the executive parameter, you cannot delete the only verified executive on file."
