cluster_id,cluster_size,risk_level,http_method,operationId,description,avg_internal_distance,max_internal_distance,nearest_cluster_distance
249,1,LOW,Get,GetIssuingDisputesDispute,Retrieves an Issuing Dispute object.,0.000000,0.000000,0.199957
250,1,LOW,Post,PostIssuingDisputesDispute,Updates the specified Issuing Dispute object by setting the values of the parameters passed. Any parameters not provided will be left unchanged. Properties on the evidence object can be unset by passing in an empty string.,0.000000,0.000000,0.311030
251,1,LOW,Post,PostIssuingDisputesDisputeSubmit,"Submits an Issuing Dispute to the card network. Stripe validates that all evidence fields required for the dispute’s reason are present. For more details, see Dispute reasons and evidence.",0.000000,0.000000,0.168277
252,1,LOW,Get,GetIssuingPersonalizationDesigns,"Returns a list of personalization design objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.207816
253,1,LOW,Post,PostIssuingPersonalizationDesigns,Creates a personalization design object.,0.000000,0.000000,0.211299
254,1,LOW,Get,GetIssuingPersonalizationDesignsPersonalizationDesign,Retrieves a personalization design object.,0.000000,0.000000,0.207816
255,1,LOW,Post,PostIssuingPersonalizationDesignsPersonalizationDesign,Updates a card personalization object.,0.000000,0.000000,0.211299
256,1,LOW,Get,GetIssuingPhysicalBundles,"Returns a list of physical bundle objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.162653
257,1,LOW,Get,GetIssuingPhysicalBundlesPhysicalBundle,Retrieves a physical bundle object.,0.000000,0.000000,0.162653
258,1,LOW,Get,GetIssuingSettlementsSettlement,Retrieves an Issuing Settlement object.,0.000000,0.000000,0.305987
259,1,LOW,Post,PostIssuingSettlementsSettlement,Updates the specified Issuing Settlement object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.245220
260,1,LOW,Get,GetIssuingTokens,Lists all Issuing Token objects for a given card.,0.000000,0.000000,0.180305
261,1,LOW,Get,GetIssuingTokensToken,Retrieves an Issuing Token object.,0.000000,0.000000,0.180305
262,1,LOW,Post,PostIssuingTokensToken,Attempts to update the specified Issuing Token object to the status specified.,0.000000,0.000000,0.332621
263,1,LOW,Get,GetIssuingTransactions,"Returns a list of Issuing Transaction objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.206442
264,1,LOW,Get,GetIssuingTransactionsTransaction,Retrieves an Issuing Transaction object.,0.000000,0.000000,0.218910
265,1,LOW,Post,PostIssuingTransactionsTransaction,Updates the specified Issuing Transaction object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.211249
266,1,LOW,Get,GetLinkedAccountsAccountOwners,Lists all owners for a given Account,0.000000,0.000000,0.164890
267,1,LOW,Post,PostLinkedAccountsAccountRefresh,Refreshes the data associated with a Financial Connections Account.,0.000000,0.000000,0.165388
268,1,LOW,Get,GetMandatesMandate,Retrieves a Mandate object.,0.000000,0.000000,0.402473
269,1,LOW,Get,GetPaymentIntents,Returns a list of PaymentIntents.,0.000000,0.000000,0.300366
270,1,LOW,Post,PostPaymentIntents,"Creates a PaymentIntent object. After the PaymentIntent is created, attach a payment method and confirm to continue the payment. Learn more about the available payment flows with the Payment Intents API. When you use confirm=true during creation, it’s equivalent to creating and confirming the PaymentIntent in the same call. You can use any parameters available in the confirm API when you supply confirm=true.",0.000000,0.000000,0.211655
271,1,LOW,Get,GetPaymentIntentsSearch,"Search for PaymentIntents you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India.",0.000000,0.000000,0.218503
272,1,LOW,Get,GetPaymentIntentsIntent,"Retrieves the details of a PaymentIntent that has previously been created. You can retrieve a PaymentIntent client-side using a publishable key when the client_secret is in the query string. If you retrieve a PaymentIntent with a publishable key, it only returns a subset of properties. Refer to the payment intent object reference for more details.",0.000000,0.000000,0.259095
273,1,LOW,Post,PostPaymentIntentsIntent,"Updates properties on a PaymentIntent object without confirming. Depending on which properties you update, you might need to confirm the PaymentIntent again. For example, updating the payment_method always requires you to confirm the PaymentIntent again. If you prefer to update and confirm at the same time, we recommend updating properties through the confirm API instead.",0.000000,0.000000,0.211655
274,1,LOW,Post,PostPaymentIntentsIntentApplyCustomerBalance,Manually reconcile the remaining amount for a customer_balance PaymentIntent.,0.000000,0.000000,0.442602
275,1,LOW,Post,PostPaymentIntentsIntentCancel,"You can cancel a PaymentIntent object when it’s in one of these statuses: requires_payment_method, requires_capture, requires_confirmation, requires_action or, in rare cases, processing. After it’s canceled, no additional charges are made by the PaymentIntent and any operations on the PaymentIntent fail with an error. For PaymentIntents with a status of requires_capture, the remaining amount_capturable is automatically refunded. You can’t cancel the PaymentIntent for a Checkout Session. Expire the Checkout Session instead.",0.000000,0.000000,0.169656
276,1,LOW,Post,PostPaymentIntentsIntentCapture,Capture the funds of an existing uncaptured PaymentIntent when its status is requires_capture. Uncaptured PaymentIntents are cancelled a set number of days (7 by default) after their creation. Learn more about separate authorization and capture.,0.000000,0.000000,0.219278
277,1,LOW,Post,PostPaymentIntentsIntentConfirm,"Confirm that your customer intends to pay with current or provided payment method. Upon confirmation, the PaymentIntent will attempt to initiate a payment. If the selected payment method requires additional authentication steps, the PaymentIntent will transition to the requires_action status and suggest additional actions via next_action. If payment fails, the PaymentIntent transitions to the requires_payment_method status or the canceled status if the confirmation limit is reached. If payment succeeds, the PaymentIntent will transition to the succeeded status (or requires_capture, if capture_method is set to manual). If the confirmation_method is automatic, payment may be attempted using our client SDKs and the PaymentIntent’s client_secret. After next_actions are handled by the client, no additional confirmation is required to complete the payment. If the confirmation_method is manual, all payment attempts must be initiated using a secret key. If any actions are required for the payment, the PaymentIntent will return to the requires_confirmation state after those actions are completed. Your server needs to then explicitly re-confirm the PaymentIntent to initiate the next payment attempt. There is a variable upper limit on how many times a PaymentIntent can be confirmed. After this limit is reached, any further calls to this endpoint will transition the PaymentIntent to the canceled state.",0.000000,0.000000,0.191445
278,1,LOW,Post,PostPaymentIntentsIntentIncrementAuthorization,"Perform an incremental authorization on an eligible PaymentIntent. To be eligible, the PaymentIntent’s status must be requires_capture and incremental_authorization_supported must be true. Incremental authorizations attempt to increase the authorized amount on your customer’s card to the new, higher amount provided. Similar to the initial authorization, incremental authorizations can be declined. A single PaymentIntent can call this endpoint multiple times to further increase the authorized amount. If the incremental authorization succeeds, the PaymentIntent object returns with the updated amount. If the incremental authorization fails, a card_declined error returns, and no other fields on the PaymentIntent or Charge update. The PaymentIntent object remains capturable for the previously authorized amount. Each PaymentIntent can have a maximum of 10 incremental authorization attempts, including declines. After it’s captured, a PaymentIntent can no longer be incremented. Learn more about incremental authorizations.",0.000000,0.000000,0.315989
279,1,LOW,Get,GetPaymentLinks,Returns a list of your payment links.,0.000000,0.000000,0.183848
280,1,LOW,Post,PostPaymentLinks,Creates a payment link.,0.000000,0.000000,0.201432
281,1,LOW,Get,GetPaymentLinksPaymentLink,Retrieve a payment link.,0.000000,0.000000,0.183848
282,1,LOW,Post,PostPaymentLinksPaymentLink,Updates a payment link.,0.000000,0.000000,0.201432
283,1,LOW,Get,GetPaymentLinksPaymentLinkLineItems,"When retrieving a payment link, there is an includable line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.",0.000000,0.000000,0.259880
284,1,LOW,Post,PostPaymentMethodConfigurations,Creates a payment method configuration,0.000000,0.000000,0.177275
285,1,LOW,Post,PostPaymentMethodConfigurationsConfiguration,Update payment method configuration,0.000000,0.000000,0.177275
286,1,LOW,Post,PostPaymentMethodDomains,Creates a payment method domain.,0.000000,0.000000,0.177882
287,1,LOW,Post,PostPaymentMethodDomainsPaymentMethodDomain,Updates an existing payment method domain.,0.000000,0.000000,0.177882
288,1,LOW,Post,PostPaymentMethodDomainsPaymentMethodDomainValidate,"Some payment methods might require additional steps to register a domain. If the requirements weren’t satisfied when the domain was created, the payment method will be inactive on the domain. The payment method doesn’t appear in Elements or Embedded Checkout for this domain until it is active. To activate a payment method on an existing payment method domain, complete the required registration steps specific to the payment method, and then validate the payment method domain with this endpoint. Related guides: Payment method domains.",0.000000,0.000000,0.331719
289,1,LOW,Get,GetPaymentMethods,"Returns a list of PaymentMethods for Treasury flows. If you want to list the PaymentMethods attached to a Customer for payments, you should use the List a Customer’s PaymentMethods API instead.",0.000000,0.000000,0.324442
290,1,LOW,Post,PostPaymentMethods,"Creates a PaymentMethod object. Read the Stripe.js reference to learn how to create PaymentMethods via Stripe.js. Instead of creating a PaymentMethod directly, we recommend using the PaymentIntents API to accept a payment immediately or the SetupIntent API to collect payment method details ahead of a future payment.",0.000000,0.000000,0.359262
291,1,LOW,Get,GetPaymentMethodsPaymentMethod,"Retrieves a PaymentMethod object attached to the StripeAccount. To retrieve a payment method attached to a Customer, you should use Retrieve a Customer’s PaymentMethods",0.000000,0.000000,0.329533
292,1,LOW,Post,PostPaymentMethodsPaymentMethod,Updates a PaymentMethod object. A PaymentMethod must be attached to a customer to be updated.,0.000000,0.000000,0.279507
293,1,LOW,Post,PostPaymentMethodsPaymentMethodAttach,"Attaches a PaymentMethod object to a Customer. To attach a new PaymentMethod to a customer for future payments, we recommend you use a SetupIntent or a PaymentIntent with setup_future_usage. These approaches will perform any necessary steps to set up the PaymentMethod for future payments. Using the /v1/payment_methods/:id/attach endpoint without first using a SetupIntent or PaymentIntent with setup_future_usage does not optimize the PaymentMethod for future use, which makes later declines and payment friction more likely. See Optimizing cards for future payments for more information about setting up future payments. To use this PaymentMethod as the default for invoice or subscription payments, set invoice_settings.default_payment_method, on the Customer to the PaymentMethod’s ID.",0.000000,0.000000,0.305290
294,1,LOW,Post,PostPaymentMethodsPaymentMethodDetach,"Detaches a PaymentMethod object from a Customer. After a PaymentMethod is detached, it can no longer be used for a payment or re-attached to a Customer.",0.000000,0.000000,0.279507
295,1,LOW,Get,GetPayouts,"Returns a list of existing payouts sent to third-party bank accounts or payouts that Stripe sent to you. The payouts return in sorted order, with the most recently created payouts appearing first.",0.000000,0.000000,0.320033
296,1,LOW,Post,PostPayouts,"To send funds to your own bank account, create a new payout object. Your Stripe balance must cover the payout amount. If it doesn’t, you receive an “Insufficient Funds” error. If your API key is in test mode, money won’t actually be sent, though every other action occurs as if you’re in live mode. If you create a manual payout on a Stripe account that uses multiple payment source types, you need to specify the source type balance that the payout draws from. The balance object details available and pending amounts by source type.",0.000000,0.000000,0.278935
297,1,LOW,Get,GetPayoutsPayout,Retrieves the details of an existing payout. Supply the unique payout ID from either a payout creation request or the payout list. Stripe returns the corresponding payout information.,0.000000,0.000000,0.320033
298,1,LOW,Post,PostPayoutsPayout,Updates the specified payout by setting the values of the parameters you pass. We don’t change parameters that you don’t provide. This request only accepts the metadata as arguments.,0.000000,0.000000,0.387251
299,1,LOW,Post,PostPayoutsPayoutCancel,You can cancel a previously created payout if its status is pending. Stripe refunds the funds to your available balance. You can’t cancel automatic Stripe payouts.,0.000000,0.000000,0.328063
300,1,LOW,Post,PostPayoutsPayoutReverse,"Reverses a payout by debiting the destination bank account. At this time, you can only reverse payouts for connected accounts to US bank accounts. If the payout is manual and in the pending status, use /v1/payouts/:id/cancel instead. By requesting a reversal through /v1/payouts/:id/reverse, you confirm that the authorized signatory of the selected bank account authorizes the debit on the bank account and that no other authorization is required.",0.000000,0.000000,0.426458
301,1,LOW,Get,GetPlans,Returns a list of your plans.,0.000000,0.000000,0.315393
302,1,LOW,Post,PostPlans,You can now model subscriptions more flexibly using the Prices API. It replaces the Plans API and is backwards compatible to simplify your migration.,0.000000,0.000000,0.467506
303,1,LOW,Delete,DeletePlansPlan,Deleting plans means new subscribers can’t be added. Existing subscribers aren’t affected.,0.000000,0.000000,0.467506
304,1,LOW,Get,GetPlansPlan,Retrieves the plan with the given ID.,0.000000,0.000000,0.315393
305,1,LOW,Post,PostPlansPlan,"Updates the specified plan by setting the values of the parameters passed. Any parameters not provided are left unchanged. By design, you cannot change a plan’s ID, amount, currency, or billing cycle.",0.000000,0.000000,0.435369
306,1,LOW,Get,GetPrices,"Returns a list of your active prices, excluding inline prices. For the list of inactive prices, set active to false.",0.000000,0.000000,0.437404
307,1,LOW,Post,PostPrices,Creates a new Price for an existing Product. The Price can be recurring or one-time.,0.000000,0.000000,0.371962
308,1,LOW,Get,GetPricesPrice,Retrieves the price with the given ID.,0.000000,0.000000,0.376671
309,1,LOW,Post,PostPricesPrice,Updates the specified price by setting the values of the parameters passed. Any parameters not provided are left unchanged.,0.000000,0.000000,0.340305
310,1,LOW,Get,GetProducts,"Returns a list of your products. The products are returned sorted by creation date, with the most recently created products appearing first.",0.000000,0.000000,0.316837
311,1,LOW,Post,PostProducts,Creates a new product object.,0.000000,0.000000,0.316784
312,1,LOW,Get,GetProductsSearch,"Search for products you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India.",0.000000,0.000000,0.133017
313,1,LOW,Delete,DeleteProductsId,"Delete a product. Deleting a product is only possible if it has no prices associated with it. Additionally, deleting a product with type=good is only possible if it has no SKUs associated with it.",0.000000,0.000000,0.359200
314,1,LOW,Get,GetProductsId,"Retrieves the details of an existing product. Supply the unique product ID from either a product creation request or the product list, and Stripe will return the corresponding product information.",0.000000,0.000000,0.366948
315,1,LOW,Post,PostProductsId,Updates the specific product by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.340305
316,1,LOW,Get,GetProductsProductFeatures,Retrieve a list of features for a product,0.000000,0.000000,0.201932
317,1,LOW,Post,PostProductsProductFeatures,"Creates a product_feature, which represents a feature attachment to a product",0.000000,0.000000,0.230978
318,1,LOW,Delete,DeleteProductsProductFeaturesId,Deletes the feature attachment to a product,0.000000,0.000000,0.229990
319,1,LOW,Get,GetProductsProductFeaturesId,"Retrieves a product_feature, which represents a feature attachment to a product",0.000000,0.000000,0.201932
320,1,LOW,Get,GetPromotionCodes,Returns a list of your promotion codes.,0.000000,0.000000,0.257506
321,1,LOW,Post,PostPromotionCodes,"A promotion code points to an underlying promotion. You can optionally restrict the code to a specific customer, redemption limit, and expiration date.",0.000000,0.000000,0.359067
322,1,LOW,Get,GetPromotionCodesPromotionCode,Retrieves the promotion code with the given ID. In order to retrieve a promotion code by the customer-facing code use list with the desired code.,0.000000,0.000000,0.257506
323,1,LOW,Post,PostPromotionCodesPromotionCode,"Updates the specified promotion code by setting the values of the parameters passed. Most fields are, by design, not editable.",0.000000,0.000000,0.359067
324,1,LOW,Get,GetQuotes,Returns a list of your quotes.,0.000000,0.000000,0.362831
325,1,LOW,Post,PostQuotes,"A quote models prices and services for a customer. Default options for header, description, footer, and expires_at can be set in the dashboard via the quote template.",0.000000,0.000000,0.170453
326,1,LOW,Get,GetQuotesQuote,Retrieves the quote with the given ID.,0.000000,0.000000,0.362831
327,1,LOW,Post,PostQuotesQuote,A quote models prices and services for a customer.,0.000000,0.000000,0.170453
328,1,LOW,Post,PostQuotesQuoteAccept,Accepts the specified quote.,0.000000,0.000000,0.294612
329,1,LOW,Post,PostQuotesQuoteCancel,Cancels the quote.,0.000000,0.000000,0.287899
330,1,LOW,Get,GetQuotesQuoteComputedUpfrontLineItems,"When retrieving a quote, there is an includable computed.upfront.line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of upfront line items.",0.000000,0.000000,0.182946
331,1,LOW,Post,PostQuotesQuoteFinalize,Finalizes the quote.,0.000000,0.000000,0.287899
332,1,LOW,Get,GetQuotesQuoteLineItems,"When retrieving a quote, there is an includable line_items property containing the first handful of those items. There is also a URL where you can retrieve the full (paginated) list of line items.",0.000000,0.000000,0.182946
333,1,LOW,Get,GetQuotesQuotePdf,Download the PDF for a finalized quote. Explanation for special handling can be found here,0.000000,0.000000,0.398373
334,1,LOW,Get,GetRadarEarlyFraudWarnings,Returns a list of early fraud warnings.,0.000000,0.000000,0.201177
335,1,LOW,Get,GetRadarEarlyFraudWarningsEarlyFraudWarning,Retrieves the details of an early fraud warning that has previously been created. Please refer to the early fraud warning object reference for more details.,0.000000,0.000000,0.201177
336,1,LOW,Post,PostRadarValueListItems,"Creates a new ValueListItem object, which is added to the specified parent value list.",0.000000,0.000000,0.252145
337,1,LOW,Delete,DeleteRadarValueListItemsItem,"Deletes a ValueListItem object, removing it from its parent value list.",0.000000,0.000000,0.170388
338,1,LOW,Get,GetRadarValueListItemsItem,Retrieves a ValueListItem object.,0.000000,0.000000,0.176184
339,1,LOW,Post,PostRadarValueLists,"Creates a new ValueList object, which can then be referenced in rules.",0.000000,0.000000,0.252145
340,1,LOW,Delete,DeleteRadarValueListsValueList,"Deletes a ValueList object, also deleting any items contained within the value list. To be deleted, a value list must not be referenced in any rules.",0.000000,0.000000,0.170388
341,1,LOW,Get,GetRadarValueListsValueList,Retrieves a ValueList object.,0.000000,0.000000,0.153424
342,1,LOW,Post,PostRadarValueListsValueList,Updates a ValueList object by setting the values of the parameters passed. Any parameters not provided will be left unchanged. Note that item_type is immutable.,0.000000,0.000000,0.329552
343,1,LOW,Get,GetRefunds,"Returns a list of all refunds you created. We return the refunds in sorted order, with the most recent refunds appearing first. The 10 most recent refunds are always available by default on the Charge object.",0.000000,0.000000,0.209086
344,1,LOW,Get,GetRefundsRefund,Retrieves the details of an existing refund.,0.000000,0.000000,0.180971
345,1,LOW,Post,PostRefundsRefund,Updates the refund that you specify by setting the values of the passed parameters. Any parameters that you don’t provide remain unchanged. This request only accepts metadata as an argument.,0.000000,0.000000,0.208098
346,1,LOW,Post,PostRefundsRefundCancel,Cancels a refund with a status of requires_action. You can’t cancel refunds in other states. Only refunds for payment methods that require customer action can enter the requires_action state.,0.000000,0.000000,0.390534
347,1,LOW,Get,GetReportingReportRuns,"Returns a list of Report Runs, with the most recent appearing first.",0.000000,0.000000,0.312938
348,1,LOW,Post,PostReportingReportRuns,Creates a new object and begin running the report. (Certain report types require a live-mode API key.),0.000000,0.000000,0.416242
349,1,LOW,Get,GetReportingReportRunsReportRun,Retrieves the details of an existing Report Run.,0.000000,0.000000,0.312938
350,1,LOW,Get,GetReportingReportTypes,Returns a full list of Report Types.,0.000000,0.000000,0.328088
351,1,LOW,Get,GetReportingReportTypesReportType,Retrieves the details of a Report Type. (Certain report types require a live-mode API key.),0.000000,0.000000,0.328088
352,1,LOW,Get,GetReviews,"Returns a list of Review objects that have open set to true. The objects are sorted in descending order by creation date, with the most recently created object appearing first.",0.000000,0.000000,0.389319
353,1,LOW,Get,GetReviewsReview,Retrieves a Review object.,0.000000,0.000000,0.389319
354,1,LOW,Post,PostReviewsReviewApprove,"Approves a Review object, closing it and removing it from the list of reviews.",0.000000,0.000000,0.440481
355,1,LOW,Get,GetSetupAttempts,Returns a list of SetupAttempts that associate with a provided SetupIntent.,0.000000,0.000000,0.218080
356,1,LOW,Get,GetSetupIntents,Returns a list of SetupIntents.,0.000000,0.000000,0.218080
357,1,LOW,Post,PostSetupIntents,"Creates a SetupIntent object. After you create the SetupIntent, attach a payment method and confirm it to collect any required permissions to charge the payment method later.",0.000000,0.000000,0.235646
358,1,LOW,Get,GetSetupIntentsIntent,"Retrieves the details of a SetupIntent that has previously been created. Client-side retrieval using a publishable key is allowed when the client_secret is provided in the query string. When retrieved with a publishable key, only a subset of properties will be returned. Please refer to the SetupIntent object reference for more details.",0.000000,0.000000,0.259095
359,1,LOW,Post,PostSetupIntentsIntent,Updates a SetupIntent object.,0.000000,0.000000,0.262731
360,1,LOW,Post,PostSetupIntentsIntentCancel,"You can cancel a SetupIntent object when it’s in one of these statuses: requires_payment_method, requires_confirmation, or requires_action. After you cancel it, setup is abandoned and any operations on the SetupIntent fail with an error. You can’t cancel the SetupIntent for a Checkout Session. Expire the Checkout Session instead.",0.000000,0.000000,0.169656
361,1,LOW,Post,PostSetupIntentsIntentConfirm,"Confirm that your customer intends to set up the current or provided payment method. For example, you would confirm a SetupIntent when a customer hits the “Save” button on a payment method management page on your website. If the selected payment method does not require any additional steps from the customer, the SetupIntent will transition to the succeeded status. Otherwise, it will transition to the requires_action status and suggest additional actions via next_action. If setup fails, the SetupIntent will transition to the requires_payment_method status or the canceled status if the confirmation limit is reached.",0.000000,0.000000,0.191445
362,1,LOW,Get,GetShippingRates,Returns a list of your shipping rates.,0.000000,0.000000,0.330805
363,1,LOW,Post,PostShippingRates,Creates a new shipping rate object.,0.000000,0.000000,0.263116
364,1,LOW,Get,GetShippingRatesShippingRateToken,Returns the shipping rate object with the given ID.,0.000000,0.000000,0.299702
365,1,LOW,Post,PostShippingRatesShippingRateToken,Updates an existing shipping rate object.,0.000000,0.000000,0.263116
366,1,LOW,Post,PostSigmaSavedQueriesId,Update an existing Sigma query that previously exists,0.000000,0.000000,0.512318
367,1,LOW,Get,GetSigmaScheduledQueryRuns,Returns a list of scheduled query runs.,0.000000,0.000000,0.172400
368,1,LOW,Get,GetSigmaScheduledQueryRunsScheduledQueryRun,Retrieves the details of an scheduled query run.,0.000000,0.000000,0.172400
369,1,LOW,Post,PostSources,Creates a new source object.,0.000000,0.000000,0.419560
370,1,LOW,Get,GetSourcesSource,Retrieves an existing source object. Supply the unique source ID from a source creation request and Stripe will return the corresponding up-to-date source object information.,0.000000,0.000000,0.157596
371,1,LOW,Post,PostSourcesSource,Updates the specified source by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request accepts the metadata and owner as arguments. It is also possible to update type specific information for selected payment methods. Please refer to our payment method guides for more detail.,0.000000,0.000000,0.350956
372,1,LOW,Get,GetSourcesSourceMandateNotificationsMandateNotification,Retrieves a new Source MandateNotification.,0.000000,0.000000,0.402473
373,1,LOW,Get,GetSourcesSourceSourceTransactions,List source transactions for a given source.,0.000000,0.000000,0.322439
374,1,LOW,Get,GetSourcesSourceSourceTransactionsSourceTransaction,Retrieve an existing source transaction object. Supply the unique source ID from a source creation request and the source transaction ID and Stripe will return the corresponding up-to-date source object information.,0.000000,0.000000,0.157596
375,1,LOW,Post,PostSourcesSourceVerify,Verify a given source.,0.000000,0.000000,0.419560
376,1,LOW,Get,GetSubscriptionItems,Returns a list of your subscription items for a given subscription.,0.000000,0.000000,0.262862
377,1,LOW,Post,PostSubscriptionItems,Adds a new item to an existing subscription. No existing items will be changed or replaced.,0.000000,0.000000,0.268904
378,1,LOW,Delete,DeleteSubscriptionItemsItem,Deletes an item from the subscription. Removing a subscription item from a subscription will not cancel the subscription.,0.000000,0.000000,0.319394
379,1,LOW,Get,GetSubscriptionItemsItem,Retrieves the subscription item with the given ID.,0.000000,0.000000,0.262862
380,1,LOW,Post,PostSubscriptionItemsItem,Updates the plan or quantity of an item on a current subscription.,0.000000,0.000000,0.268904
381,1,LOW,Get,GetSubscriptionSchedules,Retrieves the list of your subscription schedules.,0.000000,0.000000,0.281462
382,1,LOW,Post,PostSubscriptionSchedules,Creates a new subscription schedule object. Each customer can have up to 500 active or scheduled subscriptions.,0.000000,0.000000,0.269932
383,1,LOW,Get,GetSubscriptionSchedulesSchedule,Retrieves the details of an existing subscription schedule. You only need to supply the unique subscription schedule identifier that was returned upon subscription schedule creation.,0.000000,0.000000,0.281462
384,1,LOW,Post,PostSubscriptionSchedulesSchedule,Updates an existing subscription schedule.,0.000000,0.000000,0.269932
385,1,LOW,Post,PostSubscriptionSchedulesScheduleCancel,Cancels a subscription schedule and its associated subscription immediately (if the subscription schedule has an active subscription). A subscription schedule can only be canceled if its status is not_started or active.,0.000000,0.000000,0.280723
386,1,LOW,Post,PostSubscriptionSchedulesScheduleRelease,"Releases the subscription schedule immediately, which will stop scheduling of its phases, but leave any existing subscription in place. A schedule can only be released if its status is not_started or active. If the subscription schedule is currently associated with a subscription, releasing it will remove its subscription property and set the subscription’s ID to the released_subscription property.",0.000000,0.000000,0.280723
387,1,LOW,Get,GetSubscriptions,"By default, returns a list of subscriptions that have not been canceled. In order to list canceled subscriptions, specify status=canceled.",0.000000,0.000000,0.408582
388,1,LOW,Post,PostSubscriptions,"Creates a new subscription on an existing customer. Each customer can have up to 500 active or scheduled subscriptions. When you create a subscription with collection_method=charge_automatically, the first invoice is finalized as part of the request. The payment_behavior parameter determines the exact behavior of the initial payment. To start subscriptions where the first invoice always begins in a draft status, use subscription schedules instead. Schedules provide the flexibility to model more complex billing configurations that change over time.",0.000000,0.000000,0.359425
389,1,LOW,Get,GetSubscriptionsSearch,"Search for subscriptions you’ve previously created using Stripe’s Search Query Language. Don’t use search in read-after-write flows where strict consistency is necessary. Under normal operating conditions, data is searchable in less than a minute. Occasionally, propagation of new or updated data can be up to an hour behind during outages. Search functionality is not available to merchants in India.",0.000000,0.000000,0.186909
390,1,LOW,Post,PostSubscriptionsSubscriptionExposedId,"Updates an existing subscription to match the specified parameters. When changing prices or quantities, we optionally prorate the price we charge next month to make up for any price changes. To preview how the proration is calculated, use the create preview endpoint. By default, we prorate subscription changes. For example, if a customer signs up on May 1 for a 100 price, they’ll be billed 100 immediately. If on May 15 they switch to a 200 price, then on June 1 they’ll be billed 250 (200 for a renewal of her subscription, plus a 50 prorating adjustment for half of the previous month’s 100 difference). Similarly, a downgrade generates a credit that is applied to the next invoice. We also prorate when you make quantity changes. Switching prices does not normally change the billing date or generate an immediate charge unless: The billing interval is changed (for example, from monthly to yearly). The subscription moves from free to paid. A trial starts or ends. In these cases, we apply a credit for the unused time on the previous price, immediately charge the customer using the new price, and reset the billing date. Learn about how Stripe immediately attempts payment for subscription changes. If you want to charge for an upgrade immediately, pass proration_behavior as always_invoice to create prorations, automatically invoice the customer for those proration adjustments, and attempt to collect payment. If you pass create_prorations, the prorations are created but not automatically invoiced. If you want to bill the customer for the prorations before the subscription’s renewal date, you need to manually invoice the customer. If you don’t want to prorate, set the proration_behavior option to none. With this option, the customer is billed 100 on May 1 and 200 on June 1. Similarly, if you set proration_behavior to none when switching between different billing intervals (for example, from monthly to yearly), we don’t generate any credits for the old subscription’s unused time. We still reset the billing date and bill immediately for the new subscription. Updating the quantity on a subscription many times in an hour may result in rate limiting. If you need to bill for a frequently changing quantity, consider integrating usage-based billing instead.",0.000000,0.000000,0.159841
391,1,LOW,Post,PostSubscriptionsSubscriptionMigrate,Upgrade the billing_mode of an existing subscription.,0.000000,0.000000,0.506221
392,1,LOW,Post,PostSubscriptionsSubscriptionResume,"Initiates resumption of a paused subscription, optionally resetting the billing cycle anchor and creating prorations. If a resumption invoice is generated, it must be paid or marked uncollectible before the subscription will be unpaused. If payment succeeds the subscription will become active, and if payment fails the subscription will be past_due. The resumption invoice will void automatically if not paid by the expiration date.",0.000000,0.000000,0.499027
393,1,LOW,Post,PostTaxCalculations,Calculates tax based on the input and returns a Tax Calculation object.,0.000000,0.000000,0.344953
394,1,LOW,Get,GetTaxCalculationsCalculation,"Retrieves a Tax Calculation object, if the calculation hasn’t expired.",0.000000,0.000000,0.238938
395,1,LOW,Get,GetTaxCalculationsCalculationLineItems,"Retrieves the line items of a tax calculation as a collection, if the calculation hasn’t expired.",0.000000,0.000000,0.238938
396,1,LOW,Post,PostTaxRegistrations,Creates a new Tax Registration object.,0.000000,0.000000,0.260887
397,1,LOW,Post,PostTaxRegistrationsId,Updates an existing Tax Registration object. A registration cannot be deleted after it has been created. If you wish to end a registration you may do so by setting expires_at.,0.000000,0.000000,0.260887
398,1,LOW,Get,GetTaxSettings,Retrieves Tax Settings for a merchant.,0.000000,0.000000,0.387244
399,1,LOW,Post,PostTaxSettings,Updates Tax Settings parameters used in tax calculations. All parameters are editable but none can be removed once set.,0.000000,0.000000,0.348543
